return_id,order_id,user_id,return_date,return_reason,refund_amount,days_to_return
RET0001822,ORD0007296,USR00978,2026-01-17,Wrong item,748.27,5
RET0001823,ORD0007298,USR00979,2026-02-11,Damaged,323.36,2
RET0001824,ORD0007299,USR00980,2025-11-18,Changed mind,360.75,1
RET0001825,ORD0007304,USR00980,2025-12-19,Changed mind,2618.06,9
RET0001826,ORD0007305,USR00980,2025-11-19,Changed mind,7526.65,8
RET0001827,ORD0007306,USR00980,2026-02-27,Damaged,4444.59,4
RET0001828,ORD0007307,USR00980,2026-03-10,Changed mind,4917.51,7
RET0001829,ORD0007315,USR00982,2025-10-16,Wrong item,7980.76,6
RET0001830,ORD0007316,USR00982,2026-01-23,Damaged,5322.51,9
RET0001831,ORD0007318,USR00982,2026-02-10,Damaged,742.58,8
RET0001832,ORD0007320,USR00982,2026-02-10,Wrong item,2376.9,6
RET0001833,ORD0007323,USR00982,2026-03-13,Wrong item,9836.88,5
RET0001834,ORD0007330,USR00983,2026-02-12,Wrong item,6201.31,4
RET0001835,ORD0007340,USR00984,2026-03-13,Wrong item,4846.52,9
RET0001836,ORD0007343,USR00984,2026-02-03,Wrong item,8140.11,6
RET0001837,ORD0007347,USR00985,2025-10-23,Wrong item,1486.25,7
RET0001838,ORD0007348,USR00985,2026-02-28,Wrong item,845.05,2
RET0001839,ORD0007349,USR00985,2026-03-25,Changed mind,2865.07,3
RET0001840,ORD0007351,USR00985,2026-03-29,Damaged,4469.11,7
RET0001841,ORD0007357,USR00986,2026-01-09,Changed mind,7341.72,4
RET0001842,ORD0007360,USR00986,2025-10-12,Damaged,4002.95,3
RET0001843,ORD0007369,USR00987,2025-12-25,Changed mind,3420.21,5
RET0001844,ORD0007377,USR00987,2026-02-01,Changed mind,8609.64,3
RET0001845,ORD0007381,USR00988,2026-03-27,Wrong item,7861.21,3
RET0001846,ORD0007384,USR00988,2026-03-28,Wrong item,1177.93,2
RET0001847,ORD0007385,USR00988,2025-10-18,Wrong item,876.84,3
RET0001848,ORD0007389,USR00989,2025-12-23,Changed mind,8447.74,5
RET0001849,ORD0007395,USR00989,2026-02-20,Changed mind,2370.26,9
RET0001850,ORD0007397,USR00989,2026-02-24,Changed mind,7108.13,2
RET0001851,ORD0007399,USR00989,2025-11-06,Wrong item,8158.15,9
RET0001852,ORD0007402,USR00990,2026-01-31,Damaged,2526.75,3
RET0001853,ORD0007404,USR00991,2026-01-25,Changed mind,4274.65,2
RET0001854,ORD0007405,USR00991,2025-11-15,Changed mind,6362.54,9
RET0001855,ORD0007406,USR00991,2025-12-14,Damaged,7371.75,1
RET0001856,ORD0007410,USR00991,2025-12-28,Damaged,9511.75,2
RET0001857,ORD0007412,USR00992,2026-03-26,Changed mind,4893.23,5
RET0001858,ORD0007414,USR00993,2026-02-09,Wrong item,6377.47,9
RET0001859,ORD0007416,USR00993,2026-01-23,Wrong item,6107.0,7
RET0001860,ORD0007422,USR00994,2025-12-11,Damaged,2699.02,6
RET0001861,ORD0007428,USR00994,2025-12-11,Damaged,7255.92,6
RET0001862,ORD0007444,USR00997,2026-03-06,Changed mind,9611.34,8
RET0001863,ORD0007445,USR00997,2025-10-21,Damaged,7755.9,4
RET0001864,ORD0007446,USR00997,2026-01-22,Changed mind,3575.65,5
RET0001865,ORD0007448,USR00997,2026-01-03,Wrong item,9506.07,1
RET0001866,ORD0007456,USR00998,2025-10-17,Changed mind,3872.6,3
RET0001867,ORD0007460,USR00999,2026-03-29,Wrong item,2018.66,3
RET0001868,ORD0007465,USR01000,2025-11-17,Changed mind,3334.11,3
RET0001869,ORD0007467,USR01000,2026-01-23,Damaged,9014.01,3
RET0001870,ORD0007471,USR01001,2026-02-25,Damaged,5460.15,3
RET0001871,ORD0007474,USR01001,2026-01-26,Wrong item,7580.21,7
RET0001872,ORD0007481,USR01002,2026-01-12,Changed mind,9043.63,7
RET0001873,ORD0007484,USR01002,2025-10-05,Damaged,5470.17,3
RET0001874,ORD0007486,USR01003,2025-11-18,Wrong item,1265.86,6
RET0001875,ORD0007495,USR01003,2025-10-07,Damaged,8179.64,3
RET0001876,ORD0007499,USR01004,2026-01-03,Damaged,8357.02,5
RET0001877,ORD0007503,USR01005,2025-12-03,Changed mind,9945.38,8
RET0001878,ORD0007509,USR01006,2026-02-24,Changed mind,7266.32,5
RET0001879,ORD0007511,USR01006,2026-01-24,Damaged,4537.56,5
RET0001880,ORD0007513,USR01006,2025-12-31,Wrong item,9439.93,5
RET0001881,ORD0007514,USR01007,2025-11-24,Wrong item,2340.75,4
RET0001882,ORD0007522,USR01008,2026-01-31,Changed mind,6548.58,5
RET0001883,ORD0007525,USR01009,2025-11-03,Damaged,2812.81,2
RET0001884,ORD0007527,USR01009,2025-12-03,Wrong item,9059.3,4
RET0001885,ORD0007531,USR01010,2025-11-08,Wrong item,4769.27,2
RET0001886,ORD0007532,USR01010,2025-12-22,Damaged,4364.43,1
RET0001887,ORD0007533,USR01010,2026-01-13,Damaged,631.16,7
RET0001888,ORD0007540,USR01012,2025-12-07,Changed mind,8438.59,3
RET0001889,ORD0007544,USR01012,2026-01-01,Damaged,4126.75,4
RET0001890,ORD0007546,USR01012,2026-01-09,Damaged,6972.02,6
RET0001891,ORD0007548,USR01013,2026-01-08,Wrong item,5190.46,7
RET0001892,ORD0007552,USR01013,2026-01-23,Damaged,646.0,7
RET0001893,ORD0007569,USR01014,2026-01-17,Wrong item,972.98,6
RET0001894,ORD0007571,USR01014,2025-10-28,Wrong item,4338.94,3
RET0001895,ORD0007577,USR01015,2026-03-19,Wrong item,4317.76,1
RET0001896,ORD0007585,USR01016,2026-03-28,Damaged,8551.59,2
RET0001897,ORD0007593,USR01017,2026-01-19,Changed mind,1070.35,2
RET0001898,ORD0007596,USR01017,2026-04-01,Changed mind,2709.39,6
RET0001899,ORD0007597,USR01017,2025-12-16,Wrong item,5361.53,8
RET0001900,ORD0007603,USR01019,2026-02-14,Wrong item,591.35,3
RET0001901,ORD0007611,USR01021,2026-02-08,Wrong item,545.44,3
RET0001902,ORD0007614,USR01022,2025-11-03,Changed mind,4592.04,9
RET0001903,ORD0007618,USR01022,2026-03-22,Wrong item,7080.31,6
RET0001904,ORD0007627,USR01023,2026-02-18,Wrong item,5827.27,4
RET0001905,ORD0007635,USR01024,2026-01-02,Wrong item,9784.66,9
RET0001906,ORD0007636,USR01024,2026-02-03,Damaged,8880.65,3
RET0001907,ORD0007638,USR01024,2026-03-18,Damaged,7137.67,2
RET0001908,ORD0007645,USR01025,2026-01-24,Damaged,7964.0,3
RET0001909,ORD0007653,USR01026,2025-12-15,Changed mind,1399.5,2
RET0001910,ORD0007659,USR01027,2025-11-15,Changed mind,7536.8,8
RET0001911,ORD0007660,USR01028,2026-02-10,Wrong item,3630.07,3
RET0001912,ORD0007661,USR01028,2025-11-19,Damaged,9786.29,1
RET0001913,ORD0007662,USR01028,2026-03-06,Damaged,9390.82,1
RET0001914,ORD0007665,USR01028,2026-02-23,Changed mind,9201.03,1
RET0001915,ORD0007669,USR01028,2025-11-18,Wrong item,1583.12,5
RET0001916,ORD0007672,USR01028,2026-03-17,Damaged,3953.67,3
RET0001917,ORD0007681,USR01029,2026-02-24,Damaged,513.08,5
RET0001918,ORD0007684,USR01030,2026-04-02,Damaged,4235.83,7
RET0001919,ORD0007687,USR01030,2026-02-12,Wrong item,9144.72,5
RET0001920,ORD0007698,USR01032,2025-10-01,Changed mind,724.38,1
RET0001921,ORD0007704,USR01033,2026-02-04,Wrong item,7131.51,5
RET0001922,ORD0007705,USR01033,2025-11-09,Damaged,6332.63,2
RET0001923,ORD0007709,USR01034,2025-11-03,Changed mind,7167.53,1
RET0001924,ORD0007716,USR01035,2026-02-25,Wrong item,2998.85,5
RET0001925,ORD0007728,USR01037,2026-02-03,Changed mind,6739.0,8
RET0001926,ORD0007730,USR01037,2025-12-22,Wrong item,4748.81,9
RET0001927,ORD0007741,USR01038,2025-10-29,Damaged,2352.86,9
RET0001928,ORD0007750,USR01040,2025-12-07,Damaged,3561.06,9
RET0001929,ORD0007753,USR01041,2026-03-28,Damaged,2713.18,5
RET0001930,ORD0007755,USR01041,2026-01-27,Damaged,8822.0,6
RET0001931,ORD0007757,USR01041,2026-01-02,Changed mind,3648.18,9
RET0001932,ORD0007762,USR01041,2026-02-19,Damaged,2092.86,7
RET0001933,ORD0007766,USR01042,2026-03-06,Changed mind,1532.86,1
RET0001934,ORD0007767,USR01042,2025-11-09,Wrong item,4355.93,2
RET0001935,ORD0007769,USR01043,2026-02-25,Damaged,4308.52,3
RET0001936,ORD0007773,USR01043,2026-03-10,Wrong item,9504.77,3
RET0001937,ORD0007776,USR01043,2026-01-19,Wrong item,6328.22,3
RET0001938,ORD0007778,USR01043,2026-03-16,Changed mind,5500.79,5
RET0001939,ORD0007780,USR01044,2026-02-22,Changed mind,9511.37,6
RET0001940,ORD0007781,USR01044,2025-11-07,Wrong item,2714.69,8
RET0001941,ORD0007784,USR01045,2025-12-22,Wrong item,563.09,5
RET0001942,ORD0007788,USR01046,2025-12-28,Changed mind,5150.9,6
RET0001943,ORD0007789,USR01046,2026-03-04,Changed mind,910.05,7
RET0001944,ORD0007792,USR01047,2025-11-01,Changed mind,5363.46,4
RET0001945,ORD0007796,USR01048,2026-01-24,Changed mind,2945.06,6
RET0001946,ORD0007799,USR01048,2025-11-19,Wrong item,4228.19,8
RET0001947,ORD0007808,USR01050,2025-12-05,Changed mind,3748.35,5
RET0001948,ORD0007809,USR01050,2025-12-25,Changed mind,3701.94,7
RET0001949,ORD0007816,USR01050,2025-10-26,Wrong item,1282.87,3
RET0001950,ORD0007817,USR01051,2026-01-13,Changed mind,3075.58,5
RET0001951,ORD0007822,USR01051,2026-03-08,Damaged,724.99,7
RET0001952,ORD0007826,USR01051,2025-10-19,Changed mind,5004.97,6
RET0001953,ORD0007827,USR01051,2026-03-14,Changed mind,1141.36,4
RET0001954,ORD0007828,USR01051,2026-01-31,Changed mind,492.69,9
RET0001955,ORD0007835,USR01052,2026-01-05,Changed mind,2270.08,9
RET0001956,ORD0007839,USR01053,2025-11-27,Damaged,3845.7,2
RET0001957,ORD0007846,USR01053,2025-12-11,Wrong item,3816.97,6
RET0001958,ORD0007852,USR01054,2025-10-22,Changed mind,8843.21,4
RET0001959,ORD0007853,USR01054,2025-12-13,Wrong item,3782.35,8
RET0001960,ORD0007856,USR01055,2026-02-02,Damaged,8064.84,7
RET0001961,ORD0007857,USR01055,2025-11-30,Changed mind,8677.84,7
RET0001962,ORD0007867,USR01058,2025-11-03,Damaged,7679.57,4
RET0001963,ORD0007870,USR01058,2026-03-05,Damaged,4700.93,7
RET0001964,ORD0007875,USR01059,2025-10-18,Wrong item,5103.67,3
RET0001965,ORD0007876,USR01059,2026-02-17,Changed mind,2003.1,7
RET0001966,ORD0007880,USR01059,2025-10-13,Changed mind,8724.21,3
RET0001967,ORD0007881,USR01059,2025-10-27,Damaged,9507.49,5
RET0001968,ORD0007889,USR01062,2025-11-08,Wrong item,4419.04,2
RET0001969,ORD0007890,USR01063,2025-10-25,Changed mind,1615.54,9
RET0001970,ORD0007891,USR01063,2026-02-23,Wrong item,3706.86,6
RET0001971,ORD0007895,USR01064,2025-11-28,Damaged,7520.9,3
RET0001972,ORD0007897,USR01064,2026-03-06,Wrong item,1930.48,8
RET0001973,ORD0007899,USR01064,2025-11-30,Wrong item,4592.11,3
RET0001974,ORD0007901,USR01065,2026-03-16,Damaged,2697.25,2
RET0001975,ORD0007904,USR01066,2026-03-18,Changed mind,6695.73,5
RET0001976,ORD0007906,USR01066,2025-12-26,Damaged,2082.22,4
RET0001977,ORD0007909,USR01066,2025-12-06,Wrong item,7721.59,8
RET0001978,ORD0007913,USR01067,2026-02-10,Wrong item,9017.74,2
RET0001979,ORD0007916,USR01068,2026-03-01,Changed mind,4078.51,2
RET0001980,ORD0007917,USR01068,2025-12-31,Damaged,802.55,8
RET0001981,ORD0007921,USR01068,2025-12-19,Damaged,5801.52,8
RET0001982,ORD0007923,USR01068,2025-10-21,Damaged,9800.1,4
RET0001983,ORD0007924,USR01068,2025-12-30,Damaged,4104.71,8
RET0001984,ORD0007929,USR01069,2025-12-21,Damaged,5524.22,2
RET0001985,ORD0007941,USR01072,2026-02-21,Damaged,8164.33,7
RET0001986,ORD0007944,USR01072,2025-12-23,Damaged,5119.73,4
RET0001987,ORD0007948,USR01072,2026-02-16,Damaged,5914.44,2
RET0001988,ORD0007970,USR01077,2025-12-23,Changed mind,6277.88,6
RET0001989,ORD0007971,USR01077,2025-12-27,Wrong item,4895.53,4
RET0001990,ORD0007978,USR01078,2025-10-31,Wrong item,3169.26,7
RET0001991,ORD0007979,USR01078,2026-01-16,Changed mind,6311.41,8
RET0001992,ORD0007984,USR01078,2025-10-11,Damaged,7522.49,3
RET0001993,ORD0007989,USR01080,2026-01-11,Wrong item,9569.44,2
RET0001994,ORD0007992,USR01080,2025-10-28,Damaged,358.06,6
RET0001995,ORD0007994,USR01080,2025-10-05,Wrong item,5464.78,3
RET0001996,ORD0008001,USR01083,2026-03-02,Wrong item,3110.34,9
RET0001997,ORD0008004,USR01083,2026-01-02,Damaged,4453.31,2
RET0001998,ORD0008009,USR01083,2025-12-21,Changed mind,1502.98,4
RET0001999,ORD0008011,USR01083,2025-11-20,Damaged,5549.99,1
RET0002000,ORD0008017,USR01085,2025-12-31,Wrong item,7049.25,6
RET0002001,ORD0008019,USR01085,2026-01-16,Changed mind,3497.98,5
RET0002002,ORD0008023,USR01085,2026-02-24,Changed mind,9677.12,3
RET0002003,ORD0008025,USR01085,2025-11-08,Changed mind,2100.5,8
RET0002004,ORD0008035,USR01087,2025-12-18,Damaged,8901.46,1
RET0002005,ORD0008037,USR01087,2025-12-05,Wrong item,7795.17,7
RET0002006,ORD0008048,USR01088,2026-02-20,Changed mind,6630.69,6
RET0002007,ORD0008051,USR01088,2026-03-15,Wrong item,9500.99,5
RET0002008,ORD0008052,USR01089,2026-01-04,Wrong item,7099.81,7
RET0002009,ORD0008055,USR01089,2026-02-05,Wrong item,7866.17,4
RET0002010,ORD0008063,USR01089,2025-10-12,Wrong item,4512.69,4
RET0002011,ORD0008065,USR01090,2026-01-18,Changed mind,9892.11,8
RET0002012,ORD0008067,USR01091,2026-02-01,Wrong item,7390.26,2
RET0002013,ORD0008074,USR01093,2026-03-03,Wrong item,2608.15,6
RET0002014,ORD0008079,USR01093,2026-01-22,Damaged,8832.72,4
RET0002015,ORD0008082,USR01094,2025-11-14,Wrong item,9543.67,7
RET0002016,ORD0008083,USR01094,2025-10-21,Damaged,4494.59,4
RET0002017,ORD0008084,USR01094,2025-12-10,Damaged,1828.92,8
RET0002018,ORD0008085,USR01094,2025-12-03,Wrong item,6218.57,5
RET0002019,ORD0008087,USR01095,2025-12-18,Wrong item,6462.13,7
RET0002020,ORD0008088,USR01095,2026-01-21,Wrong item,3197.79,3
RET0002021,ORD0008089,USR01095,2025-12-15,Wrong item,2845.18,8
RET0002022,ORD0008091,USR01095,2026-02-03,Wrong item,9070.76,2
RET0002023,ORD0008092,USR01095,2026-04-01,Damaged,7299.02,6
RET0002024,ORD0008093,USR01095,2025-10-04,Damaged,9483.27,2
RET0002025,ORD0008094,USR01095,2025-11-05,Changed mind,2525.59,1
RET0002026,ORD0008096,USR01096,2025-11-14,Wrong item,3650.38,8
RET0002027,ORD0008098,USR01096,2026-03-23,Wrong item,6337.93,9
RET0002028,ORD0008101,USR01096,2025-10-14,Changed mind,1475.71,3
RET0002029,ORD0008103,USR01096,2025-10-25,Damaged,7849.07,7
RET0002030,ORD0008105,USR01096,2026-02-22,Damaged,9483.73,1
RET0002031,ORD0008109,USR01097,2025-10-31,Changed mind,5795.15,5
RET0002032,ORD0008110,USR01097,2025-12-30,Damaged,331.15,1
RET0002033,ORD0008117,USR01097,2025-10-10,Damaged,150.16,3
RET0002034,ORD0008124,USR01098,2025-12-06,Damaged,5922.23,8
RET0002035,ORD0008127,USR01099,2026-01-31,Changed mind,4821.98,7
RET0002036,ORD0008129,USR01099,2026-01-16,Changed mind,4993.42,9
RET0002037,ORD0008135,USR01099,2025-09-30,Changed mind,3609.45,1
RET0002038,ORD0008138,USR01100,2025-12-14,Damaged,5787.88,5
RET0002039,ORD0008140,USR01100,2025-12-14,Damaged,2022.94,8
RET0002040,ORD0008141,USR01100,2025-11-13,Changed mind,7420.89,5
RET0002041,ORD0008147,USR01100,2025-12-30,Damaged,4618.22,2
RET0002042,ORD0008151,USR01102,2025-11-27,Changed mind,5055.34,6
RET0002043,ORD0008158,USR01103,2026-01-03,Wrong item,1496.36,5
RET0002044,ORD0008167,USR01105,2025-11-18,Changed mind,9169.14,7
RET0002045,ORD0008174,USR01105,2026-02-22,Damaged,9657.9,1
RET0002046,ORD0008176,USR01106,2026-02-15,Wrong item,9234.51,7
RET0002047,ORD0008179,USR01106,2025-11-26,Changed mind,2667.86,6
RET0002048,ORD0008180,USR01106,2026-02-20,Wrong item,8048.38,5
RET0002049,ORD0008192,USR01107,2025-11-25,Wrong item,1132.35,1
RET0002050,ORD0008195,USR01108,2025-11-30,Damaged,5131.69,8
RET0002051,ORD0008196,USR01108,2026-01-27,Wrong item,6663.99,9
RET0002052,ORD0008198,USR01109,2025-11-17,Wrong item,6496.1,4
RET0002053,ORD0008214,USR01111,2026-03-20,Changed mind,8992.87,8
RET0002054,ORD0008218,USR01111,2025-11-19,Damaged,6615.18,6
RET0002055,ORD0008219,USR01111,2025-10-17,Changed mind,7054.69,6
RET0002056,ORD0008224,USR01112,2026-03-20,Damaged,8542.78,5
RET0002057,ORD0008230,USR01113,2025-12-14,Damaged,8009.73,4
RET0002058,ORD0008234,USR01113,2026-01-06,Damaged,1170.68,3
RET0002059,ORD0008239,USR01113,2025-12-14,Wrong item,3605.89,7
RET0002060,ORD0008240,USR01113,2025-10-16,Changed mind,9817.36,4
RET0002061,ORD0008243,USR01114,2025-12-29,Wrong item,3863.05,3
RET0002062,ORD0008244,USR01114,2026-04-02,Changed mind,3242.16,8
RET0002063,ORD0008252,USR01115,2026-03-21,Changed mind,4694.7,5
RET0002064,ORD0008261,USR01117,2025-10-23,Wrong item,1346.83,1
RET0002065,ORD0008266,USR01117,2025-11-07,Changed mind,5315.24,3
RET0002066,ORD0008267,USR01117,2026-01-05,Damaged,9589.33,6
RET0002067,ORD0008269,USR01117,2026-02-01,Changed mind,2056.21,5
RET0002068,ORD0008270,USR01117,2026-02-17,Damaged,6459.04,2
RET0002069,ORD0008272,USR01118,2026-01-28,Wrong item,3110.44,4
RET0002070,ORD0008273,USR01118,2025-11-14,Wrong item,7862.54,3
RET0002071,ORD0008274,USR01118,2025-11-19,Changed mind,8230.79,4
RET0002072,ORD0008276,USR01118,2025-10-10,Wrong item,7944.88,6
RET0002073,ORD0008282,USR01119,2025-11-15,Damaged,8306.69,3
RET0002074,ORD0008288,USR01120,2025-11-08,Wrong item,7156.25,8
RET0002075,ORD0008292,USR01120,2025-11-18,Changed mind,1854.42,9
RET0002076,ORD0008294,USR01120,2025-10-16,Wrong item,5705.5,2
RET0002077,ORD0008296,USR01120,2025-11-24,Damaged,530.34,3
RET0002078,ORD0008301,USR01121,2025-10-25,Damaged,6979.34,7
RET0002079,ORD0008302,USR01121,2026-03-30,Damaged,8134.37,9
RET0002080,ORD0008304,USR01121,2026-02-02,Damaged,3643.19,3
RET0002081,ORD0008306,USR01121,2026-02-16,Wrong item,494.75,4
RET0002082,ORD0008308,USR01121,2026-01-03,Changed mind,3028.93,6
RET0002083,ORD0008314,USR01123,2025-10-09,Wrong item,3891.18,6
RET0002084,ORD0008319,USR01123,2025-12-29,Damaged,9947.08,6
RET0002085,ORD0008321,USR01124,2026-02-08,Wrong item,9537.44,6
RET0002086,ORD0008328,USR01124,2025-11-24,Changed mind,1338.65,8
RET0002087,ORD0008331,USR01124,2026-01-20,Changed mind,9159.05,5
RET0002088,ORD0008332,USR01124,2026-03-10,Wrong item,3747.13,3
RET0002089,ORD0008345,USR01126,2026-03-01,Changed mind,7926.48,1
RET0002090,ORD0008355,USR01127,2025-12-07,Changed mind,5558.9,8
RET0002091,ORD0008359,USR01127,2025-10-31,Damaged,7315.95,2
RET0002092,ORD0008370,USR01128,2026-01-14,Damaged,728.88,5
RET0002093,ORD0008372,USR01129,2025-12-03,Changed mind,9030.85,2
RET0002094,ORD0008378,USR01129,2025-10-28,Changed mind,9523.93,8
RET0002095,ORD0008398,USR01134,2025-10-15,Wrong item,5932.48,3
RET0002096,ORD0008400,USR01134,2025-12-16,Wrong item,5501.87,9
RET0002097,ORD0008401,USR01134,2026-01-23,Wrong item,610.0,2
RET0002098,ORD0008402,USR01134,2025-12-03,Damaged,4505.17,4
RET0002099,ORD0008404,USR01134,2025-10-20,Damaged,8961.96,6
RET0002100,ORD0008405,USR01134,2026-01-21,Wrong item,8926.58,8
RET0002101,ORD0008411,USR01135,2026-03-18,Damaged,2504.01,4
RET0002102,ORD0008413,USR01135,2025-12-31,Damaged,1553.26,9
RET0002103,ORD0008418,USR01135,2026-01-27,Damaged,8979.11,7
RET0002104,ORD0008423,USR01137,2025-10-07,Wrong item,4624.55,5
RET0002105,ORD0008424,USR01137,2025-11-09,Changed mind,4488.25,7
RET0002106,ORD0008426,USR01138,2026-01-05,Damaged,9953.31,7
RET0002107,ORD0008427,USR01138,2025-10-24,Wrong item,3342.02,7
RET0002108,ORD0008429,USR01138,2025-10-23,Changed mind,7770.62,1
RET0002109,ORD0008431,USR01138,2025-11-29,Changed mind,8859.81,7
RET0002110,ORD0008432,USR01138,2026-01-10,Damaged,9276.41,4
RET0002111,ORD0008438,USR01139,2026-01-23,Wrong item,3901.75,3
RET0002112,ORD0008439,USR01140,2025-12-01,Changed mind,4456.33,6
RET0002113,ORD0008444,USR01140,2025-11-08,Damaged,3429.63,5
RET0002114,ORD0008449,USR01141,2026-01-08,Wrong item,9668.0,9
RET0002115,ORD0008450,USR01142,2025-10-25,Changed mind,3474.77,3
RET0002116,ORD0008455,USR01142,2026-03-05,Changed mind,1324.55,3
RET0002117,ORD0008456,USR01142,2025-12-06,Changed mind,9980.4,3
RET0002118,ORD0008464,USR01143,2025-10-26,Damaged,6163.95,5
RET0002119,ORD0008470,USR01143,2026-02-01,Wrong item,7133.6,2
RET0002120,ORD0008472,USR01144,2025-10-22,Wrong item,4399.53,3
RET0002121,ORD0008474,USR01144,2025-11-04,Changed mind,6345.34,1
RET0002122,ORD0008475,USR01144,2025-12-27,Changed mind,1961.45,1
RET0002123,ORD0008476,USR01144,2026-03-29,Damaged,6688.79,6
RET0002124,ORD0008477,USR01144,2025-12-19,Damaged,352.25,1
RET0002125,ORD0008481,USR01145,2026-02-14,Changed mind,7749.05,8
RET0002126,ORD0008493,USR01146,2026-03-10,Wrong item,8867.43,1
RET0002127,ORD0008495,USR01146,2025-11-20,Changed mind,206.32,4
RET0002128,ORD0008515,USR01148,2025-11-20,Wrong item,956.2,9
RET0002129,ORD0008523,USR01149,2025-12-11,Changed mind,1639.61,4
RET0002130,ORD0008526,USR01149,2026-02-18,Wrong item,6668.64,8
RET0002131,ORD0008530,USR01150,2026-01-14,Wrong item,6022.7,7
RET0002132,ORD0008537,USR01150,2025-11-02,Changed mind,7776.6,3
RET0002133,ORD0008540,USR01151,2025-12-07,Changed mind,4559.66,1
RET0002134,ORD0008543,USR01151,2026-02-28,Changed mind,4214.45,1
RET0002135,ORD0008546,USR01151,2025-12-07,Changed mind,3665.38,7
RET0002136,ORD0008547,USR01151,2025-12-03,Wrong item,1412.23,8
RET0002137,ORD0008549,USR01151,2025-12-06,Changed mind,2518.47,9
RET0002138,ORD0008550,USR01151,2026-03-20,Wrong item,1124.99,6
RET0002139,ORD0008551,USR01151,2026-02-26,Damaged,4886.34,5
RET0002140,ORD0008552,USR01152,2026-03-01,Damaged,9520.33,4
RET0002141,ORD0008557,USR01154,2026-02-02,Changed mind,6878.25,1
RET0002142,ORD0008559,USR01155,2026-02-02,Damaged,3784.36,8
RET0002143,ORD0008563,USR01155,2026-02-09,Wrong item,8860.46,6
RET0002144,ORD0008577,USR01157,2025-11-01,Changed mind,9818.71,9
RET0002145,ORD0008583,USR01158,2026-01-06,Damaged,6880.2,2
RET0002146,ORD0008584,USR01158,2025-11-07,Damaged,3132.87,7
RET0002147,ORD0008589,USR01158,2026-03-09,Damaged,5167.19,4
RET0002148,ORD0008600,USR01160,2026-03-16,Wrong item,1827.21,6
RET0002149,ORD0008603,USR01160,2026-02-09,Damaged,4917.28,9
RET0002150,ORD0008604,USR01160,2025-11-20,Changed mind,7140.95,2
RET0002151,ORD0008609,USR01160,2025-12-21,Wrong item,8996.7,2
RET0002152,ORD0008611,USR01161,2026-02-28,Wrong item,9836.27,6
RET0002153,ORD0008614,USR01162,2025-11-29,Changed mind,4234.29,3
RET0002154,ORD0008615,USR01162,2026-01-19,Wrong item,3179.1,9
RET0002155,ORD0008617,USR01162,2026-03-13,Damaged,4318.85,7
RET0002156,ORD0008624,USR01163,2026-01-06,Wrong item,8290.7,7
RET0002157,ORD0008626,USR01163,2026-04-02,Wrong item,3956.32,8
RET0002158,ORD0008631,USR01165,2026-03-14,Wrong item,5826.63,9
RET0002159,ORD0008632,USR01165,2026-01-10,Wrong item,6511.28,5
RET0002160,ORD0008633,USR01165,2026-03-28,Changed mind,8944.1,9
RET0002161,ORD0008639,USR01165,2025-10-21,Wrong item,6263.82,6
RET0002162,ORD0008653,USR01167,2026-02-28,Wrong item,110.19,3
RET0002163,ORD0008663,USR01168,2026-02-02,Wrong item,4051.48,6
RET0002164,ORD0008664,USR01168,2026-03-26,Wrong item,8896.66,6
RET0002165,ORD0008680,USR01170,2026-03-18,Changed mind,6573.79,2
RET0002166,ORD0008688,USR01171,2026-03-16,Damaged,5067.07,7
RET0002167,ORD0008690,USR01171,2025-12-06,Wrong item,5800.04,3
RET0002168,ORD0008692,USR01172,2026-03-22,Changed mind,527.36,9
RET0002169,ORD0008695,USR01172,2026-02-24,Wrong item,2778.29,8
RET0002170,ORD0008697,USR01172,2025-10-25,Damaged,6102.34,3
RET0002171,ORD0008699,USR01174,2025-11-19,Damaged,8057.47,9
RET0002172,ORD0008706,USR01175,2026-01-28,Wrong item,3612.53,6
RET0002173,ORD0008708,USR01175,2026-03-30,Damaged,725.18,5
RET0002174,ORD0008714,USR01175,2026-02-16,Wrong item,7187.11,5
RET0002175,ORD0008715,USR01175,2026-01-09,Wrong item,1137.78,4
RET0002176,ORD0008719,USR01177,2025-12-01,Changed mind,2867.33,5
RET0002177,ORD0008726,USR01178,2025-10-07,Damaged,4201.57,2
RET0002178,ORD0008727,USR01178,2025-11-11,Changed mind,1895.0,5
RET0002179,ORD0008728,USR01178,2026-03-10,Wrong item,898.51,9
RET0002180,ORD0008730,USR01179,2026-03-19,Damaged,954.55,2
RET0002181,ORD0008731,USR01179,2026-03-09,Changed mind,2755.89,8
RET0002182,ORD0008734,USR01179,2025-12-01,Damaged,7656.61,1
RET0002183,ORD0008739,USR01181,2025-12-27,Changed mind,3025.88,5
RET0002184,ORD0008741,USR01181,2026-01-12,Changed mind,4315.59,4
RET0002185,ORD0008743,USR01181,2025-10-16,Changed mind,9493.13,3
RET0002186,ORD0008745,USR01181,2026-03-11,Wrong item,986.21,1
RET0002187,ORD0008747,USR01181,2026-01-08,Damaged,8782.68,3
RET0002188,ORD0008749,USR01182,2026-01-04,Wrong item,7474.62,4
RET0002189,ORD0008753,USR01183,2025-10-01,Wrong item,7124.72,2
RET0002190,ORD0008759,USR01183,2025-11-16,Damaged,6030.81,3
RET0002191,ORD0008760,USR01183,2025-12-27,Damaged,9482.2,9
RET0002192,ORD0008766,USR01185,2025-10-30,Damaged,3093.95,4
