order_id,user_id,order_date,category,order_value,payment_method,delivery_city
ORD0008230,USR01113,2025-12-10,Books,8009.73,COD,Pune
ORD0008231,USR01113,2026-03-02,Fashion,2301.62,COD,Pune
ORD0008232,USR01113,2025-11-06,Home,2723.31,Card,Pune
ORD0008233,USR01113,2025-10-14,Books,6713.81,Card,Pune
ORD0008234,USR01113,2026-01-03,Fashion,1170.68,UPI,Pune
ORD0008235,USR01113,2026-01-06,Books,4135.71,UPI,Pune
ORD0008236,USR01113,2025-11-01,Fashion,1694.99,UPI,Pune
ORD0008237,USR01113,2025-12-05,Home,9267.82,UPI,Pune
ORD0008238,USR01113,2026-01-11,Books,3542.58,UPI,Pune
ORD0008239,USR01113,2025-12-07,Electronics,3605.89,UPI,Pune
ORD0008240,USR01113,2025-10-12,Books,9817.36,UPI,Pune
ORD0008241,USR01114,2026-02-27,Fashion,5056.99,COD,Hyderabad
ORD0008242,USR01114,2026-01-09,Electronics,4145.73,UPI,Hyderabad
ORD0008243,USR01114,2025-12-26,Home,3863.05,UPI,Hyderabad
ORD0008244,USR01114,2026-03-25,Fashion,3242.16,COD,Hyderabad
ORD0008245,USR01115,2026-02-13,Fashion,1882.49,COD,Mumbai
ORD0008246,USR01115,2025-12-15,Books,547.07,COD,Mumbai
ORD0008247,USR01115,2026-01-03,Books,7908.62,Card,Mumbai
ORD0008248,USR01115,2026-03-13,Books,2543.44,Card,Mumbai
ORD0008249,USR01115,2025-09-30,Electronics,8304.7,COD,Mumbai
ORD0008250,USR01115,2025-12-16,Books,8979.65,UPI,Mumbai
ORD0008251,USR01115,2026-01-18,Electronics,4508.26,UPI,Mumbai
ORD0008252,USR01115,2026-03-16,Books,4694.7,Card,Mumbai
ORD0008253,USR01115,2025-12-13,Books,7281.13,UPI,Mumbai
ORD0008254,USR01115,2026-03-19,Electronics,3843.72,COD,Mumbai
ORD0008255,USR01116,2025-10-07,Fashion,5216.01,UPI,Bangalore
ORD0008256,USR01116,2025-11-07,Books,2829.89,COD,Bangalore
ORD0008257,USR01116,2025-12-05,Books,2756.48,COD,Bangalore
ORD0008258,USR01116,2026-02-10,Electronics,8843.73,Card,Bangalore
ORD0008259,USR01116,2026-02-05,Home,9425.63,COD,Bangalore
ORD0008260,USR01117,2025-10-17,Books,3397.85,COD,Bangalore
ORD0008261,USR01117,2025-10-22,Books,1346.83,Card,Bangalore
ORD0008262,USR01117,2025-10-17,Fashion,4980.55,COD,Bangalore
ORD0008263,USR01117,2025-11-04,Fashion,5538.52,COD,Bangalore
ORD0008264,USR01117,2025-10-14,Home,9236.44,UPI,Bangalore
ORD0008265,USR01117,2026-01-24,Electronics,3277.66,COD,Bangalore
ORD0008266,USR01117,2025-11-04,Electronics,5315.24,COD,Bangalore
ORD0008267,USR01117,2025-12-30,Books,9589.33,Card,Bangalore
ORD0008268,USR01117,2026-01-26,Home,1923.87,UPI,Bangalore
ORD0008269,USR01117,2026-01-27,Electronics,2056.21,COD,Bangalore
ORD0008270,USR01117,2026-02-15,Home,6459.04,UPI,Bangalore
ORD0008271,USR01118,2026-03-16,Fashion,5582.18,UPI,Mumbai
ORD0008272,USR01118,2026-01-24,Fashion,3110.44,UPI,Mumbai
ORD0008273,USR01118,2025-11-11,Fashion,7862.54,UPI,Mumbai
ORD0008274,USR01118,2025-11-15,Electronics,8230.79,Card,Mumbai
ORD0008275,USR01118,2026-03-03,Electronics,780.83,Card,Mumbai
ORD0008276,USR01118,2025-10-04,Books,7944.88,Card,Mumbai
ORD0008277,USR01119,2026-01-08,Home,2682.83,Card,Hyderabad
ORD0008278,USR01119,2025-12-31,Books,1926.43,Card,Hyderabad
ORD0008279,USR01119,2025-10-02,Books,4647.52,UPI,Hyderabad
ORD0008280,USR01119,2025-10-14,Electronics,627.97,UPI,Hyderabad
ORD0008281,USR01119,2025-12-21,Fashion,3421.9,Card,Hyderabad
ORD0008282,USR01119,2025-11-12,Books,8306.69,Card,Hyderabad
ORD0008283,USR01119,2026-01-28,Home,3907.38,Card,Hyderabad
ORD0008284,USR01120,2026-02-21,Books,6123.19,Card,Chennai
ORD0008285,USR01120,2026-03-05,Books,7372.75,Card,Chennai
ORD0008286,USR01120,2025-10-29,Books,5780.07,COD,Chennai
ORD0008287,USR01120,2025-12-15,Books,4560.49,Card,Chennai
ORD0008288,USR01120,2025-10-31,Electronics,7156.25,Card,Chennai
ORD0008289,USR01120,2026-01-03,Fashion,7344.02,Card,Chennai
ORD0008290,USR01120,2026-02-24,Home,2786.55,Card,Chennai
ORD0008291,USR01120,2025-10-28,Electronics,5682.68,Card,Chennai
ORD0008292,USR01120,2025-11-09,Home,1854.42,UPI,Chennai
ORD0008293,USR01120,2025-12-18,Electronics,9589.92,Card,Chennai
ORD0008294,USR01120,2025-10-14,Fashion,5705.5,Card,Chennai
ORD0008295,USR01120,2026-01-18,Home,3436.13,COD,Chennai
ORD0008296,USR01120,2025-11-21,Fashion,530.34,Card,Chennai
ORD0008297,USR01120,2025-11-28,Fashion,7766.84,UPI,Chennai
ORD0008298,USR01121,2026-01-17,Books,5312.54,Card,Mumbai
ORD0008299,USR01121,2026-02-20,Books,4277.5,COD,Mumbai
ORD0008300,USR01121,2025-11-04,Fashion,7212.64,Card,Mumbai
ORD0008301,USR01121,2025-10-18,Books,6979.34,UPI,Mumbai
ORD0008302,USR01121,2026-03-21,Electronics,8134.37,COD,Mumbai
ORD0008303,USR01121,2026-02-27,Home,3427.6,UPI,Mumbai
ORD0008304,USR01121,2026-01-30,Books,3643.19,UPI,Mumbai
ORD0008305,USR01121,2026-01-06,Home,4583.43,UPI,Mumbai
ORD0008306,USR01121,2026-02-12,Electronics,494.75,COD,Mumbai
ORD0008307,USR01121,2025-10-21,Home,7555.56,COD,Mumbai
ORD0008308,USR01121,2025-12-28,Books,3028.93,COD,Mumbai
ORD0008309,USR01122,2026-02-21,Electronics,5080.38,UPI,Chennai
ORD0008310,USR01122,2025-11-15,Home,9546.75,Card,Chennai
ORD0008311,USR01122,2026-02-24,Electronics,7568.11,UPI,Chennai
ORD0008312,USR01122,2026-01-26,Fashion,3386.64,Card,Chennai
ORD0008313,USR01122,2025-11-22,Books,7292.06,COD,Chennai
ORD0008314,USR01123,2025-10-03,Fashion,3891.18,Card,Chennai
ORD0008315,USR01123,2025-12-16,Home,9155.44,UPI,Chennai
ORD0008316,USR01123,2025-12-10,Electronics,7951.83,Card,Chennai
ORD0008317,USR01123,2026-02-06,Home,274.55,COD,Chennai
ORD0008318,USR01123,2026-01-28,Home,356.67,COD,Chennai
ORD0008319,USR01123,2025-12-23,Books,9947.08,Card,Chennai
ORD0008320,USR01123,2025-11-25,Home,6655.02,Card,Chennai
ORD0008321,USR01124,2026-02-02,Books,9537.44,UPI,Mumbai
ORD0008322,USR01124,2026-03-04,Home,6301.24,Card,Mumbai
ORD0008323,USR01124,2025-12-29,Home,4131.21,Card,Mumbai
ORD0008324,USR01124,2026-01-26,Fashion,4686.12,Card,Mumbai
ORD0008325,USR01124,2025-12-15,Home,4374.65,UPI,Mumbai
ORD0008326,USR01124,2025-11-04,Home,8590.41,COD,Mumbai
ORD0008327,USR01124,2025-10-27,Electronics,520.06,Card,Mumbai
ORD0008328,USR01124,2025-11-16,Fashion,1338.65,COD,Mumbai
ORD0008329,USR01124,2025-12-01,Fashion,5580.56,COD,Mumbai
ORD0008330,USR01124,2025-11-22,Home,1816.24,Card,Mumbai
ORD0008331,USR01124,2026-01-15,Books,9159.05,Card,Mumbai
ORD0008332,USR01124,2026-03-07,Fashion,3747.13,COD,Mumbai
ORD0008333,USR01125,2025-12-27,Home,1083.33,Card,Hyderabad
ORD0008334,USR01125,2025-10-13,Home,7700.63,UPI,Hyderabad
ORD0008335,USR01125,2025-12-10,Fashion,9734.0,UPI,Hyderabad
ORD0008336,USR01125,2025-10-31,Fashion,2420.28,UPI,Hyderabad
ORD0008337,USR01126,2026-01-06,Home,4552.8,COD,Chennai
ORD0008338,USR01126,2026-02-24,Books,5644.04,UPI,Chennai
ORD0008339,USR01126,2026-02-21,Books,4137.84,COD,Chennai
ORD0008340,USR01126,2025-11-08,Fashion,8831.4,COD,Chennai
ORD0008341,USR01126,2026-02-28,Home,6032.05,UPI,Chennai
ORD0008342,USR01126,2025-12-21,Fashion,5760.02,UPI,Chennai
ORD0008343,USR01126,2026-02-22,Electronics,7723.39,UPI,Chennai
ORD0008344,USR01126,2025-10-06,Books,2448.22,UPI,Chennai
ORD0008345,USR01126,2026-02-28,Electronics,7926.48,COD,Chennai
ORD0008346,USR01126,2026-02-08,Fashion,7444.52,UPI,Chennai
ORD0008347,USR01126,2025-10-02,Books,3695.45,UPI,Chennai
ORD0008348,USR01126,2025-11-04,Books,8308.6,Card,Chennai
ORD0008349,USR01126,2026-02-28,Home,1596.23,COD,Chennai
ORD0008350,USR01126,2025-11-02,Home,5847.61,UPI,Chennai
ORD0008351,USR01127,2025-11-26,Home,8410.09,COD,Chennai
ORD0008352,USR01127,2025-10-13,Books,4059.1,Card,Chennai
ORD0008353,USR01127,2025-10-17,Home,9971.78,Card,Chennai
ORD0008354,USR01127,2026-01-15,Fashion,6281.5,UPI,Chennai
ORD0008355,USR01127,2025-11-29,Electronics,5558.9,UPI,Chennai
ORD0008356,USR01127,2026-03-20,Electronics,9632.76,UPI,Chennai
ORD0008357,USR01127,2025-10-07,Home,1714.97,Card,Chennai
ORD0008358,USR01127,2025-10-10,Books,8266.84,Card,Chennai
ORD0008359,USR01127,2025-10-29,Books,7315.95,UPI,Chennai
ORD0008360,USR01127,2026-01-29,Fashion,3441.73,COD,Chennai
ORD0008361,USR01128,2025-12-26,Fashion,9732.05,COD,Hyderabad
ORD0008362,USR01128,2025-10-08,Electronics,8272.85,UPI,Hyderabad
ORD0008363,USR01128,2025-12-11,Fashion,9806.57,COD,Hyderabad
ORD0008364,USR01128,2026-02-23,Home,4818.22,UPI,Hyderabad
ORD0008365,USR01128,2026-01-12,Fashion,1372.66,UPI,Hyderabad
ORD0008366,USR01128,2025-11-12,Fashion,946.86,COD,Hyderabad
ORD0008367,USR01128,2026-03-20,Books,9458.43,Card,Hyderabad
ORD0008368,USR01128,2026-01-28,Books,8674.33,Card,Hyderabad
ORD0008369,USR01128,2026-01-13,Books,848.46,UPI,Hyderabad
ORD0008370,USR01128,2026-01-09,Home,728.88,COD,Hyderabad
ORD0008371,USR01129,2026-01-13,Home,6800.0,COD,Bangalore
ORD0008372,USR01129,2025-12-01,Books,9030.85,UPI,Bangalore
ORD0008373,USR01129,2026-01-15,Books,5087.82,UPI,Bangalore
ORD0008374,USR01129,2025-11-14,Fashion,3861.11,UPI,Bangalore
ORD0008375,USR01129,2025-11-25,Home,5805.46,COD,Bangalore
ORD0008376,USR01129,2026-02-24,Home,173.25,COD,Bangalore
ORD0008377,USR01129,2026-01-14,Home,8032.99,UPI,Bangalore
ORD0008378,USR01129,2025-10-20,Home,9523.93,COD,Bangalore
ORD0008379,USR01129,2026-01-01,Home,6536.62,Card,Bangalore
ORD0008380,USR01130,2026-01-30,Books,5874.87,UPI,Hyderabad
ORD0008381,USR01130,2026-03-25,Electronics,2226.32,UPI,Hyderabad
ORD0008382,USR01131,2025-12-26,Fashion,9167.25,COD,Delhi
ORD0008383,USR01131,2025-11-06,Home,1904.7,UPI,Delhi
ORD0008384,USR01131,2026-03-04,Fashion,8233.72,Card,Delhi
ORD0008385,USR01131,2025-11-23,Fashion,2977.94,UPI,Delhi
ORD0008386,USR01131,2026-02-18,Books,3296.31,UPI,Delhi
ORD0008387,USR01132,2025-10-16,Fashion,675.71,UPI,Hyderabad
ORD0008388,USR01132,2025-11-30,Fashion,8781.23,UPI,Hyderabad
ORD0008389,USR01132,2025-11-15,Home,3462.8,Card,Hyderabad
ORD0008390,USR01132,2025-11-23,Home,2790.32,UPI,Hyderabad
ORD0008391,USR01132,2025-10-18,Home,731.67,Card,Hyderabad
ORD0008392,USR01132,2025-12-08,Fashion,8151.51,COD,Hyderabad
ORD0008393,USR01132,2026-01-19,Electronics,7451.44,UPI,Hyderabad
ORD0008394,USR01133,2026-02-06,Home,7249.26,UPI,Mumbai
ORD0008395,USR01133,2025-12-10,Books,5162.42,COD,Mumbai
ORD0008396,USR01133,2025-09-30,Books,7795.99,COD,Mumbai
ORD0008397,USR01133,2025-12-16,Books,7536.8,COD,Mumbai
ORD0008398,USR01134,2025-10-12,Electronics,5932.48,UPI,Delhi
ORD0008399,USR01134,2026-01-08,Home,8337.17,COD,Delhi
ORD0008400,USR01134,2025-12-07,Fashion,5501.87,COD,Delhi
ORD0008401,USR01134,2026-01-21,Home,610.0,Card,Delhi
ORD0008402,USR01134,2025-11-29,Electronics,4505.17,UPI,Delhi
ORD0008403,USR01134,2025-11-30,Electronics,3269.71,COD,Delhi
ORD0008404,USR01134,2025-10-14,Books,8961.96,Card,Delhi
ORD0008405,USR01134,2026-01-13,Home,8926.58,UPI,Delhi
ORD0008406,USR01134,2025-11-12,Books,6142.05,Card,Delhi
ORD0008407,USR01134,2025-12-07,Fashion,7880.13,UPI,Delhi
ORD0008408,USR01134,2025-11-20,Home,6530.58,UPI,Delhi
ORD0008409,USR01134,2025-11-07,Home,3781.31,UPI,Delhi
ORD0008410,USR01134,2025-11-12,Fashion,2387.67,UPI,Delhi
ORD0008411,USR01135,2026-03-14,Home,2504.01,UPI,Hyderabad
ORD0008412,USR01135,2026-02-06,Fashion,4839.33,UPI,Hyderabad
ORD0008413,USR01135,2025-12-22,Home,1553.26,Card,Hyderabad
ORD0008414,USR01135,2025-11-24,Books,5124.63,Card,Hyderabad
ORD0008415,USR01135,2026-03-23,Fashion,5726.79,Card,Hyderabad
ORD0008416,USR01135,2026-02-26,Home,278.36,COD,Hyderabad
ORD0008417,USR01135,2025-10-04,Fashion,3743.05,UPI,Hyderabad
ORD0008418,USR01135,2026-01-20,Fashion,8979.11,UPI,Hyderabad
ORD0008419,USR01135,2025-12-31,Fashion,9050.67,COD,Hyderabad
ORD0008420,USR01135,2026-03-07,Fashion,9602.62,UPI,Hyderabad
ORD0008421,USR01136,2026-03-15,Fashion,5347.24,UPI,Delhi
ORD0008422,USR01137,2025-11-14,Fashion,1456.82,Card,Delhi
ORD0008423,USR01137,2025-10-02,Books,4624.55,COD,Delhi
ORD0008424,USR01137,2025-11-02,Electronics,4488.25,UPI,Delhi
ORD0008425,USR01138,2026-01-18,Fashion,6731.01,UPI,Hyderabad
ORD0008426,USR01138,2025-12-29,Fashion,9953.31,UPI,Hyderabad
ORD0008427,USR01138,2025-10-17,Fashion,3342.02,UPI,Hyderabad
ORD0008428,USR01138,2026-03-12,Home,1465.93,Card,Hyderabad
ORD0008429,USR01138,2025-10-22,Books,7770.62,Card,Hyderabad
ORD0008430,USR01138,2025-10-17,Electronics,368.9,COD,Hyderabad
ORD0008431,USR01138,2025-11-22,Electronics,8859.81,COD,Hyderabad
ORD0008432,USR01138,2026-01-06,Books,9276.41,Card,Hyderabad
ORD0008433,USR01138,2026-01-14,Home,1713.07,UPI,Hyderabad
ORD0008434,USR01138,2025-10-10,Books,3933.51,Card,Hyderabad
ORD0008435,USR01139,2026-01-30,Fashion,2305.73,Card,Hyderabad
ORD0008436,USR01139,2025-12-01,Home,5265.67,Card,Hyderabad
ORD0008437,USR01139,2025-10-07,Fashion,4981.45,COD,Hyderabad
ORD0008438,USR01139,2026-01-20,Electronics,3901.75,UPI,Hyderabad
ORD0008439,USR01140,2025-11-25,Home,4456.33,COD,Bangalore
ORD0008440,USR01140,2025-10-13,Home,6853.51,UPI,Bangalore
ORD0008441,USR01140,2025-12-30,Electronics,881.14,UPI,Bangalore
ORD0008442,USR01140,2026-02-02,Fashion,8674.54,UPI,Bangalore
ORD0008443,USR01140,2026-02-04,Home,1006.76,Card,Bangalore
ORD0008444,USR01140,2025-11-03,Fashion,3429.63,UPI,Bangalore
ORD0008445,USR01140,2025-09-29,Electronics,6210.52,UPI,Bangalore
ORD0008446,USR01141,2025-11-26,Home,7116.03,COD,Chennai
ORD0008447,USR01141,2026-01-01,Fashion,4052.47,UPI,Chennai
ORD0008448,USR01141,2025-10-05,Fashion,4112.98,COD,Chennai
ORD0008449,USR01141,2025-12-30,Home,9668.0,Card,Chennai
ORD0008450,USR01142,2025-10-22,Electronics,3474.77,COD,Bangalore
ORD0008451,USR01142,2025-12-12,Electronics,5484.9,UPI,Bangalore
ORD0008452,USR01142,2026-03-19,Books,7313.14,COD,Bangalore
ORD0008453,USR01142,2026-02-06,Fashion,2994.8,UPI,Bangalore
ORD0008454,USR01142,2025-11-24,Fashion,3056.42,Card,Bangalore
ORD0008455,USR01142,2026-03-02,Electronics,1324.55,Card,Bangalore
ORD0008456,USR01142,2025-12-03,Electronics,9980.4,Card,Bangalore
ORD0008457,USR01142,2025-12-18,Books,1994.12,Card,Bangalore
ORD0008458,USR01142,2025-12-08,Books,1439.48,COD,Bangalore
ORD0008459,USR01142,2026-03-19,Electronics,2472.56,Card,Bangalore
ORD0008460,USR01142,2026-01-23,Books,4384.65,Card,Bangalore
ORD0008461,USR01143,2025-10-02,Home,9135.95,Card,Delhi
ORD0008462,USR01143,2025-11-23,Electronics,4094.53,COD,Delhi
ORD0008463,USR01143,2025-12-16,Fashion,8918.5,Card,Delhi
ORD0008464,USR01143,2025-10-21,Electronics,6163.95,Card,Delhi
ORD0008465,USR01143,2025-11-12,Home,1738.98,COD,Delhi
ORD0008466,USR01143,2025-10-18,Fashion,3786.87,COD,Delhi
ORD0008467,USR01143,2025-11-07,Books,3915.49,UPI,Delhi
ORD0008468,USR01143,2025-11-25,Books,8727.99,COD,Delhi
ORD0008469,USR01143,2025-11-01,Fashion,8062.51,Card,Delhi
ORD0008470,USR01143,2026-01-30,Electronics,7133.6,UPI,Delhi
ORD0008471,USR01144,2025-12-12,Fashion,1282.09,Card,Delhi
ORD0008472,USR01144,2025-10-19,Electronics,4399.53,COD,Delhi
ORD0008473,USR01144,2026-02-24,Home,2246.46,Card,Delhi
ORD0008474,USR01144,2025-11-03,Books,6345.34,COD,Delhi
ORD0008475,USR01144,2025-12-26,Home,1961.45,COD,Delhi
ORD0008476,USR01144,2026-03-23,Home,6688.79,COD,Delhi
ORD0008477,USR01144,2025-12-18,Fashion,352.25,UPI,Delhi
ORD0008478,USR01144,2025-10-15,Books,3679.4,UPI,Delhi
ORD0008479,USR01144,2026-01-25,Fashion,633.73,Card,Delhi
ORD0008480,USR01144,2025-10-06,Electronics,6109.87,UPI,Delhi
ORD0008481,USR01145,2026-02-06,Electronics,7749.05,UPI,Bangalore
ORD0008482,USR01145,2026-02-28,Electronics,7925.87,UPI,Bangalore
ORD0008483,USR01145,2026-02-23,Electronics,486.0,UPI,Bangalore
ORD0008484,USR01145,2026-03-09,Books,8758.34,COD,Bangalore
ORD0008485,USR01145,2025-11-19,Electronics,7182.17,UPI,Bangalore
ORD0008486,USR01145,2025-11-10,Home,7537.18,COD,Bangalore
ORD0008487,USR01145,2025-09-29,Books,4329.24,COD,Bangalore
ORD0008488,USR01145,2025-11-09,Electronics,9268.72,COD,Bangalore
ORD0008489,USR01145,2026-01-14,Electronics,5659.21,Card,Bangalore
ORD0008490,USR01145,2026-01-03,Electronics,2011.06,Card,Bangalore
ORD0008491,USR01145,2025-11-11,Home,3814.43,COD,Bangalore
ORD0008492,USR01146,2025-10-27,Electronics,1421.94,COD,Pune
ORD0008493,USR01146,2026-03-09,Fashion,8867.43,COD,Pune
ORD0008494,USR01146,2025-10-24,Fashion,7176.89,Card,Pune
ORD0008495,USR01146,2025-11-16,Electronics,206.32,COD,Pune
ORD0008496,USR01146,2026-01-25,Home,8565.1,COD,Pune
ORD0008497,USR01146,2025-11-11,Home,532.88,UPI,Pune
ORD0008498,USR01146,2026-03-15,Home,6972.82,COD,Pune
ORD0008499,USR01146,2026-02-04,Electronics,7477.0,Card,Pune
ORD0008500,USR01146,2025-12-06,Electronics,4017.46,UPI,Pune
ORD0008501,USR01146,2025-10-01,Fashion,1274.69,UPI,Pune
ORD0008502,USR01147,2025-12-05,Books,1939.01,Card,Delhi
ORD0008503,USR01147,2026-02-04,Home,8930.5,UPI,Delhi
ORD0008504,USR01147,2025-11-15,Fashion,4931.0,COD,Delhi
ORD0008505,USR01147,2025-11-28,Books,919.2,UPI,Delhi
ORD0008506,USR01147,2026-01-30,Fashion,8631.97,UPI,Delhi
ORD0008507,USR01147,2025-11-01,Home,9781.78,Card,Delhi
ORD0008508,USR01147,2025-11-18,Fashion,2962.1,UPI,Delhi
ORD0008509,USR01147,2026-01-16,Electronics,7773.91,Card,Delhi
ORD0008510,USR01147,2025-10-04,Fashion,2797.06,Card,Delhi
ORD0008511,USR01147,2025-10-18,Home,838.73,COD,Delhi
ORD0008512,USR01148,2025-11-07,Home,8598.67,COD,Bangalore
ORD0008513,USR01148,2026-03-03,Books,4951.9,UPI,Bangalore
ORD0008514,USR01148,2025-10-12,Fashion,2464.64,COD,Bangalore
ORD0008515,USR01148,2025-11-11,Electronics,956.2,COD,Bangalore
ORD0008516,USR01148,2025-10-19,Fashion,8348.97,UPI,Bangalore
ORD0008517,USR01148,2025-10-30,Home,3258.79,Card,Bangalore
ORD0008518,USR01148,2026-03-12,Home,7560.5,Card,Bangalore
ORD0008519,USR01148,2026-01-10,Electronics,2591.36,Card,Bangalore
ORD0008520,USR01148,2026-03-08,Books,1725.78,COD,Bangalore
ORD0008521,USR01149,2026-01-23,Home,2721.05,UPI,Mumbai
ORD0008522,USR01149,2026-02-23,Home,9979.19,Card,Mumbai
ORD0008523,USR01149,2025-12-07,Electronics,1639.61,UPI,Mumbai
ORD0008524,USR01149,2026-03-20,Electronics,6964.63,Card,Mumbai
ORD0008525,USR01149,2025-12-30,Books,679.22,COD,Mumbai
ORD0008526,USR01149,2026-02-10,Home,6668.64,UPI,Mumbai
ORD0008527,USR01149,2025-10-18,Home,9982.69,UPI,Mumbai
ORD0008528,USR01149,2026-02-24,Books,6761.39,Card,Mumbai
ORD0008529,USR01150,2025-12-24,Home,4814.6,COD,Chennai
ORD0008530,USR01150,2026-01-07,Fashion,6022.7,Card,Chennai
ORD0008531,USR01150,2026-02-04,Books,876.05,COD,Chennai
ORD0008532,USR01150,2025-11-17,Fashion,9473.37,UPI,Chennai
ORD0008533,USR01150,2026-02-01,Home,7483.43,Card,Chennai
ORD0008534,USR01150,2025-11-02,Fashion,4863.68,Card,Chennai
ORD0008535,USR01150,2026-01-28,Fashion,2959.4,Card,Chennai
ORD0008536,USR01150,2025-12-11,Books,2309.97,Card,Chennai
ORD0008537,USR01150,2025-10-30,Home,7776.6,UPI,Chennai
ORD0008538,USR01150,2026-01-30,Fashion,8026.71,Card,Chennai
ORD0008539,USR01150,2026-02-01,Fashion,8113.5,UPI,Chennai
ORD0008540,USR01151,2025-12-06,Books,4559.66,UPI,Pune
ORD0008541,USR01151,2025-11-14,Books,6774.68,Card,Pune
ORD0008542,USR01151,2026-03-11,Electronics,5697.95,UPI,Pune
ORD0008543,USR01151,2026-02-27,Fashion,4214.45,UPI,Pune
ORD0008544,USR01151,2025-11-10,Home,9980.68,COD,Pune
ORD0008545,USR01151,2025-10-07,Fashion,5126.54,UPI,Pune
ORD0008546,USR01151,2025-11-30,Home,3665.38,UPI,Pune
ORD0008547,USR01151,2025-11-25,Electronics,1412.23,Card,Pune
ORD0008548,USR01151,2026-02-22,Books,8720.74,UPI,Pune
ORD0008549,USR01151,2025-11-27,Electronics,2518.47,UPI,Pune
ORD0008550,USR01151,2026-03-14,Home,1124.99,Card,Pune
ORD0008551,USR01151,2026-02-21,Books,4886.34,UPI,Pune
ORD0008552,USR01152,2026-02-25,Books,9520.33,UPI,Pune
ORD0008553,USR01152,2025-11-03,Books,4140.2,COD,Pune
ORD0008554,USR01152,2025-12-01,Fashion,5881.79,COD,Pune
ORD0008555,USR01153,2025-11-08,Books,3041.78,UPI,Delhi
ORD0008556,USR01154,2026-01-15,Home,6162.26,COD,Pune
ORD0008557,USR01154,2026-02-01,Fashion,6878.25,UPI,Pune
ORD0008558,USR01154,2025-10-26,Books,493.69,Card,Pune
ORD0008559,USR01155,2026-01-25,Electronics,3784.36,Card,Pune
ORD0008560,USR01155,2025-12-05,Home,9731.96,COD,Pune
ORD0008561,USR01155,2025-11-21,Electronics,3795.96,COD,Pune
ORD0008562,USR01155,2026-03-01,Home,3868.62,UPI,Pune
ORD0008563,USR01155,2026-02-03,Fashion,8860.46,UPI,Pune
ORD0008564,USR01155,2026-03-21,Electronics,4816.81,UPI,Pune
ORD0008565,USR01155,2026-01-10,Electronics,5725.89,UPI,Pune
ORD0008566,USR01155,2026-02-21,Home,8692.32,COD,Pune
ORD0008567,USR01155,2026-01-04,Fashion,6576.46,COD,Pune
ORD0008568,USR01155,2025-10-13,Fashion,6017.05,UPI,Pune
ORD0008569,USR01156,2026-02-15,Electronics,4339.68,UPI,Pune
ORD0008570,USR01156,2025-11-29,Fashion,3180.15,UPI,Pune
ORD0008571,USR01156,2026-02-03,Fashion,9540.21,UPI,Pune
ORD0008572,USR01156,2025-11-23,Home,1626.2,COD,Pune
ORD0008573,USR01156,2026-03-26,Home,6202.94,COD,Pune
ORD0008574,USR01156,2025-11-02,Electronics,4892.76,COD,Pune
ORD0008575,USR01157,2026-01-04,Home,392.57,COD,Bangalore
ORD0008576,USR01157,2025-12-18,Fashion,8372.33,Card,Bangalore
ORD0008577,USR01157,2025-10-23,Books,9818.71,COD,Bangalore
ORD0008578,USR01157,2026-03-23,Books,1782.43,Card,Bangalore
ORD0008579,USR01157,2026-03-02,Home,9460.79,UPI,Bangalore
ORD0008580,USR01157,2025-10-20,Electronics,2116.85,COD,Bangalore
ORD0008581,USR01158,2026-02-28,Electronics,6902.18,COD,Pune
ORD0008582,USR01158,2026-01-23,Home,2734.86,Card,Pune
ORD0008583,USR01158,2026-01-04,Electronics,6880.2,Card,Pune
ORD0008584,USR01158,2025-10-31,Home,3132.87,Card,Pune
ORD0008585,USR01158,2025-12-25,Fashion,5445.81,COD,Pune
ORD0008586,USR01158,2026-02-19,Electronics,4325.73,UPI,Pune
ORD0008587,USR01158,2026-01-08,Books,6052.38,UPI,Pune
ORD0008588,USR01158,2025-11-28,Books,854.56,Card,Pune
ORD0008589,USR01158,2026-03-05,Books,5167.19,UPI,Pune
ORD0008590,USR01158,2026-01-10,Home,4715.94,COD,Pune
ORD0008591,USR01158,2025-11-23,Home,1146.78,COD,Pune
ORD0008592,USR01158,2025-11-22,Books,8262.3,COD,Pune
ORD0008593,USR01159,2025-10-16,Books,2155.98,Card,Mumbai
ORD0008594,USR01159,2025-12-03,Books,6893.17,COD,Mumbai
ORD0008595,USR01159,2026-01-16,Home,4165.33,COD,Mumbai
ORD0008596,USR01159,2025-10-03,Electronics,3356.17,COD,Mumbai
ORD0008597,USR01159,2025-12-11,Books,1352.26,COD,Mumbai
ORD0008598,USR01159,2025-10-18,Fashion,2492.63,UPI,Mumbai
ORD0008599,USR01159,2025-12-29,Home,6692.71,COD,Mumbai
ORD0008600,USR01160,2026-03-10,Fashion,1827.21,UPI,Hyderabad
ORD0008601,USR01160,2025-12-31,Fashion,5795.1,COD,Hyderabad
ORD0008602,USR01160,2025-10-02,Books,5046.94,UPI,Hyderabad
ORD0008603,USR01160,2026-01-31,Fashion,4917.28,UPI,Hyderabad
ORD0008604,USR01160,2025-11-18,Fashion,7140.95,UPI,Hyderabad
ORD0008605,USR01160,2025-12-04,Electronics,4194.05,Card,Hyderabad
ORD0008606,USR01160,2026-02-08,Electronics,912.06,UPI,Hyderabad
ORD0008607,USR01160,2026-02-27,Home,4588.2,UPI,Hyderabad
ORD0008608,USR01160,2026-03-19,Home,1277.86,COD,Hyderabad
